acc	organisms	technology	platforms	samples
SRP033135	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2500,Illumina HiSeq 2500,IlluminaHiSeq2000	SRR1033293,SRR1033292,SRR1033291,SRR1033290,SRR1033289,SRR1033288,SRR1033287,SRR1033286,SRR1033285,SRR1033284,SRR1033283,SRR1033282,SRR1033281,SRR1033280,SRR1033279,SRR1033278,SRR1033277,SRR1033276,SRR1033275,SRR1033274,SRR1033273,SRR1033272,SRR1033271,SRR1033270,SRR1033269,SRR1033268,SRR1033267,SRR1033266,SRR1033265,SRR1033264,SRR1033263,SRR1033262,SRR1033261,SRR1033260,SRR1033259,SRR1033258,SRR1033257,SRR1033256,SRR1033255,SRR1033254,SRR1033253,SRR1033252,SRR1033251,SRR1033250,SRR1033249,SRR1033248,SRR1033247,SRR1033246,SRR1033245,SRR1033244,SRR1033243,SRR1033242,SRR1033241,SRR1033240,SRR1033239,SRR1033238,SRR1033237,SRR1033236,SRR1033235,SRR1033234,SRR1033233,SRR1033232,SRR1033231,SRR1033230,SRR1033229,SRR1033228,SRR1033227,SRR1033226,SRR1033225,SRR1033224,SRR1033223,SRR1033222,SRR1033221,SRR1033220,SRR1033219,SRR1033218,SRR1033217,SRR1033216,SRR1033215,SRR1033214,SRR1033213,SRR1033212,SRR1033211,SRR1033210,SRR1033209,SRR1033208,SRR1033207,SRR1033206,SRR1033205,SRR1033204,SRR1033203,SRR1033202,SRR1033201,SRR1033200,SRR1033199,SRR1033198,SRR1033197,SRR1033196,SRR1033195,SRR1033194,SRR1033193,SRR1033192,SRR1033191,SRR1033190,SRR1033189,SRR1033188,SRR1033187,SRR1033186,SRR1033185,SRR1033184,SRR1033183,SRR1033182,SRR1033181,SRR1033180,SRR1033179,SRR1033178,SRR1033177,SRR1033176,SRR1033175,SRR1033174,SRR1033173,SRR1033172,SRR1033171,SRR1033170,SRR1033169,SRR1033168,SRR1033167,SRR1033166,SRR1033165,SRR1033164,SRR1033163,SRR1033162,SRR1033161,SRR1033160,SRR1033159,SRR1033158,SRR1033157,SRR1033156,SRR1033155,SRR1033154,SRR1033153,SRR1033152,SRR1033151,SRR1033150,SRR1033149,SRR1033148,SRR1033147,SRR1033146,SRR1033145,SRR1033144,SRR1033143,SRR1033142,SRR1033141,SRR1033140,SRR1033139,SRR1033138,SRR1033137,SRR1033136,SRR1033135,SRR1033134,SRR1033133,SRR1033132,SRR1033131,SRR1033130,SRR1033129,SRR1033128,SRR1033127,SRR1033126,SRR1033125,SRR1033124,SRR1033123,SRR1033122,SRR1033121,SRR1033120,SRR1033119,SRR1033118,SRR1033117,SRR1033116,SRR1033115,SRR1033114,SRR1033113,SRR1033112,SRR1033111,SRR1033110,SRR1033109,SRR1033108,SRR1033107,SRR1033106,SRR1033105,SRR1033104,SRR1033103,SRR1033102,SRR1033101,SRR1033100,SRR1033099,SRR1033098,SRR1033097,SRR1033096,SRR1033095,SRR1033094,SRR1033093,SRR1033092,SRR1033091,SRR1033090,SRR1033089,SRR1033088,SRR1033087,SRR1033086,SRR1033085,SRR1033084,SRR1033083,SRR1033082,SRR1033081,SRR1033080,SRR1033079,SRR1033078,SRR1033077,SRR1033076,SRR1033075,SRR1033074,SRR1033073,SRR1033072,SRR1033071,SRR1033070,SRR1033069,SRR1033068,SRR1033067,SRR1033066,SRR1033065,SRR1033064,SRR1033063,SRR1033062,SRR1033061,SRR1033060,SRR1033059,SRR1033058,SRR1033057,SRR1033056,SRR1033055,SRR1033054,SRR1033053,SRR1033052,SRR1033051,SRR1033050,SRR1033049,SRR1033048,SRR1033047,SRR1033046,SRR1033045,SRR1033044,SRR1033043,SRR1033042,SRR1033041,SRR1033040,SRR1033039,SRR1033038,SRR1033037,SRR1033036,SRR1033035,SRR1033034,SRR1033033,SRR1033032,SRR1033031,SRR1033030,SRR1033029,SRR1033028,SRR1033027,SRR1033026,SRR1033025,SRR1033024,SRR1033023,SRR1033022,SRR1033021,SRR1033020,SRR1033019,SRR1033018,SRR1033017,SRR1033016,SRR1033015,SRR1033014,SRR1033013,SRR1033012,SRR1033011,SRR1033010,SRR1033009,SRR1033008,SRR1033007,SRR1033006,SRR1033005,SRR1033004,SRR1033003,SRR1033002,SRR1033001,SRR1033000,SRR1032999,SRR1032998,SRR1032997,SRR1032996,SRR1032995,SRR1032994,SRR1032993,SRR1032992,SRR1032991,SRR1032990,SRR1032989,SRR1032988,SRR1032987,SRR1032986,SRR1032985,SRR1032984,SRR1032983,SRR1032982,SRR1032981,SRR1032980,SRR1032979,SRR1032978,SRR1032977,SRR1032976,SRR1032975,SRR1032974,SRR1032973,SRR1032972,SRR1032971,SRR1032970,SRR1032969,SRR1032968,SRR1032967,SRR1032966,SRR1032965,SRR1032964,SRR1032963,SRR1032962,SRR1032961,SRR1032960,SRR1032959,SRR1032958,SRR1032957,SRR1032956,SRR1032955,SRR1032954,SRR1032953,SRR1032952,SRR1032951,SRR1032950,SRR1032949,SRR1032948,SRR1032947,SRR1032946,SRR1032945,SRR1032944,SRR1032943,SRR1032942,SRR1032941,SRR1032940,SRR1032939,SRR1032938,SRR1032937,SRR1032936,SRR1032935,SRR1032934,SRR1032933,SRR1032932,SRR1032931,SRR1032930,SRR1032929,SRR1032928,SRR1032927,SRR1032926,SRR1032925,SRR1032924,SRR1032923,SRR1032922,SRR1032921,SRR1032920,SRR1032919,SRR1032918,SRR1032917,SRR1032916,SRR1032915,SRR1032914,SRR1032913,SRR1032912,SRR1032911,SRR1032910
SRP031698	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	SRR1013986,SRR1013985,SRR1013984,SRR1013983,SRR1013982,SRR1013981,SRR1013980,SRR1013979,SRR1013978,SRR1013977,SRR1013976,SRR1013975,SRR1013974,SRR1013973,SRR1013972,SRR1013971,SRR1013970,SRR1013969,SRR1013968,SRR1013967
SRP038925	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1176668,SRR1176667
SRP038921	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1176649,SRR1176648,SRR1176647
SRP037719	HOMO_SAPIENS,PAN_TROGLODYTES,MACACA_MULATTA	RNA-SEQ	Illumina Genome Analyzer IIx	NA
SRP041100	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1232259,SRR1232258,SRR1232257,SRR1232256,SRR1232255,SRR1232254,SRR1232253,SRR1232252,SRR1232251,SRR1232250,SRR1232249,SRR1232248,SRR1232247,SRR1232246
ERP013215	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	ERR1141841,ERR1141840,ERR1141839,ERR1141838,ERR1141837,ERR1141836,ERR1141835,ERR1141834,ERR1141833,ERR1141832,ERR1141831,ERR1141830,ERR1141829,ERR1141828,ERR1141827,ERR1141826
SRP045905	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1561879,SRR1561878,SRR1561877,SRR1561876,SRR1561875,SRR1561874,SRR1561873,SRR1561872,SRR1561871,SRR1561870,SRR1561869,SRR1561868,SRR1561867,SRR1561866,SRR1561865
ERP014117	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	ERR1247126,ERR1247125,ERR1247124,ERR1247123,ERR1247122,ERR1247121,ERR1247120,ERR1247119,ERR1247118,ERR1247117
SRP050493	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP066865	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2968599,SRR2968598,SRR2968597,SRR2968596,SRR2968595,SRR2968594,SRR2968593,SRR2968592,SRR2968591,SRR2968590,SRR2968589,SRR2968588,SRR2968587,SRR2968586,SRR2968585,SRR2968584,SRR2968583,SRR2968582,SRR2968581,SRR2968580,SRR2968579,SRR2968578,SRR2968577,SRR2968576
SRP032168	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerII,Illumina HiSeq 2000,Illumina Genome Analyzer II,IlluminaHiSeq2000	SRR1027760,SRR1027759,SRR1027757,SRR1027756,SRR1027754,SRR1017533,SRR1017532,SRR1017531,SRR1017530,SRR1017529,SRR1017528,SRR1017527,SRR1017526,SRR1017525,SRR1017524,SRR1017523,SRR1017522
SRP044229	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	SRR1510200,SRR1510199,SRR1510198,SRR1510197
SRP056076	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1910408,SRR1910407,SRR1910406,SRR1910405,SRR1910404
SRP056802	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1950514,SRR1950513,SRR1950512,SRR1950511,SRR1950510,SRR1950509,SRR1950508,SRR1950507,SRR1950506,SRR1950505,SRR1950504,SRR1950503,SRR1950502,SRR1950501,SRR1950500,SRR1950499,SRR1950498,SRR1950497,SRR1950496,SRR1950495,SRR1950494,SRR1950493,SRR1950492,SRR1950491
SRP031496	HOMO_SAPIENS	RNA-SEQ	Illumina HiScanSQ	SRR1013440,SRR1013439,SRR1013438,SRR1013437,SRR1013436,SRR1013435,SRR1013434,SRR1013433,SRR1013432,SRR1013431,SRR1013430,SRR1013429,SRR1013428,SRR1013427,SRR1013426,SRR1013425,SRR1013424,SRR1013423,SRR1013422,SRR1013421
ERP014004	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	ERR1227467,ERR1227466,ERR1227465,ERR1227464,ERR1227463,ERR1227462,ERR1227461,ERR1227460
SRP053366	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	SRR1793919,SRR1793918,SRR1793917
SRP049820	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	SRR1652977,SRR1652976,SRR1652975,SRR1652974,SRR1652973,SRR1652972,SRR1652971,SRR1652970,SRR1652969,SRR1652968,SRR1652967,SRR1652966,SRR1652965,SRR1652964,SRR1652963,SRR1652962,SRR1652961,SRR1652960,SRR1652959,SRR1652958,SRR1652957,SRR1652956,SRR1652955,SRR1652954,SRR1652953,SRR1652952,SRR1652951,SRR1652950,SRR1652949,SRR1652948,SRR1652947,SRR1652946,SRR1652945,SRR1652944,SRR1652943,SRR1652942,SRR1652941,SRR1652940,SRR1652939,SRR1652938,SRR1652937,SRR1652936,SRR1652935,SRR1652934,SRR1652933,SRR1652932,SRR1652931,SRR1652930,SRR1652929,SRR1652928,SRR1652927,SRR1652926,SRR1652925,SRR1652924,SRR1652923,SRR1652922,SRR1652921,SRR1652920,SRR1652919,SRR1652918,SRR1652917,SRR1652916,SRR1652915,SRR1652914,SRR1652913,SRR1652912,SRR1652911,SRR1652910,SRR1652909,SRR1652908,SRR1652907,SRR1652906,SRR1652905,SRR1652904,SRR1652903,SRR1652902,SRR1652901,SRR1652900,SRR1652899,SRR1652898,SRR1652897,SRR1652896,SRR1652895
SRP057644	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1995326,SRR1995325,SRR1995324,SRR1995323,SRR1995322,SRR1995321
SRP006474	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer IIx	SRR189787,SRR189786,SRR189785,SRR189784,SRR189783,SRR189782,SRR189781,SRR189780,SRR189779,SRR189778,SRR189777,SRR189776,SRR189775
SRP050332	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1664892,SRR1664891,SRR1664890,SRR1664889,SRR1664888,SRR1664887,SRR1664886,SRR1664885,SRR1664884,SRR1664883,SRR1664882,SRR1664881,SRR1664880,SRR1664879,SRR1664878,SRR1664877,SRR1664876,SRR1664875,SRR1664874,SRR1664873,SRR1664872,SRR1664871,SRR1664870,SRR1664869
ERP108370	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	ERR2534098,ERR2534097,ERR2534096,ERR2534095,ERR2534094,ERR2534093,ERR2534092,ERR2534091,ERR2534090,ERR2534089,ERR2534088,ERR2534087,ERR2534086,ERR2534085,ERR2534084,ERR2534083,ERR2534082,ERR2534081,ERR2534080,ERR2534079,ERR2534078,ERR2534077,ERR2534076,ERR2534075,ERR2534074,ERR2534073,ERR2534072
ERP017123	HOMO_SAPIENS	RNA-SEQ	NextSeq 500	ERR1629988,ERR1629987,ERR1629986,ERR1629985,ERR1629984,ERR1629983,ERR1629982
SRP057628	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1994682,SRR1994681,SRR1994680,SRR1994679,SRR1994678,SRR1994677,SRR1994676,SRR1994675
SRP071672	HOMO_SAPIENS	RNA-SEQ	NextSeq 500	NA
ERP008803	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer IIx,Illumina HiSeq 1500	ERR688007,ERR688006,ERR688005,ERR688004,ERR688003,ERR688002
SRP033199	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer	NA
SRP067214	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR2984655,SRR2984654,SRR2984653,SRR2984652,SRR2984651,SRR2984650,SRR2984649,SRR2984648,SRR2984647,SRR2984646,SRR2984645,SRR2984644,SRR2984643,SRR2984642,SRR2984641,SRR2984640,SRR2984639,SRR2984638,SRR2984637,SRR2984636,SRR2984635,SRR2984634,SRR2984633,SRR2984632,SRR2984631,SRR2984630,SRR2984629,SRR2984628,SRR2984627,SRR2984626
SRP031459	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerII,Illumina Genome Analyzer II	SRR1012336,SRR1012335,SRR1012334,SRR1012333,SRR1012332,SRR1012331,SRR1012330,SRR1012329,SRR1012328,SRR1012327,SRR1012326,SRR1012325,SRR1012324,SRR1012323,SRR1012322,SRR1012321,SRR1012320,SRR1012319,SRR1012318,SRR1012317,SRR1012316,SRR1012315,SRR1012314
SRP062865	HOMO_SAPIENS	RNA-SEQ	NextSeq 500	NA
ERP010561	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	ERR899438,ERR899437,ERR899436,ERR899435,ERR899434,ERR899433,ERR899432,ERR899431,ERR899430,ERR899429,ERR899428,ERR899427,ERR899426,ERR899425,ERR899424,ERR899423,ERR899422,ERR899421
ERP011275	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	NA
SRP032165	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1017172,SRR1017171,SRR1017170,SRR1017169,SRR1017168,SRR1017167,SRR1017166,SRR1017165,SRR1017164,SRR1017163,SRR1017162,SRR1017161,SRR1017160,SRR1017159,SRR1017158,SRR1017157,SRR1017156,SRR1017155,SRR1017154,SRR1017153,SRR1017152,SRR1017151,SRR1017150,SRR1017149
SRP070845	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP058740	MUS_MUSCULUS,HOMO_SAPIENS,PAN_TROGLODYTES,MACACA_MULATTA	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP051674	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP068229	HOMO_SAPIENS	RNA-SEQ	NextSeq 500	SRR3091770,SRR3091769,SRR3091768,SRR3091767,SRR3091766,SRR3091765
SRP040454	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP043593	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1585614,SRR1462405,SRR1462404,SRR1462403,SRR1462402,SRR1462401,SRR1462400,SRR1462399,SRR1462398,SRR1462397
SRP046233	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1566101,SRR1566100,SRR1566099,SRR1566098,SRR1566097,SRR1566096,SRR1566095,SRR1566094,SRR1566093,SRR1566092,SRR1566091,SRR1566090,SRR1566089,SRR1566088
ERP004592	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	ERR409900,ERR409899,ERR409898,ERR409897,ERR409896,ERR409895,ERR409894,ERR409893,ERR409892,ERR409891,ERR409890,ERR409889,ERR409888,ERR409887,ERR409886,ERR409885,ERR409884,ERR409883,ERR409882,ERR409881,ERR409880,ERR409879,ERR409878
SRP030401	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1002101,SRR1002100,SRR1002099,SRR1002098,SRR1002097,SRR1002096,SRR1002095,SRR1002094,SRR1002093,SRR1002092,SRR1002091,SRR1002090,SRR1002089,SRR1002088,SRR1002087,SRR1002086,SRR1002085,SRR1002084,SRR1002083,SRR1002082,SRR1002081,SRR1002080,SRR1002079,SRR1002078,SRR1002077,SRR1002076,SRR1002075
SRP062617	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2175390,SRR2175389,SRR2175388,SRR2175387,SRR2175386,SRR2175385
SRP042647	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer II	SRR1344944,SRR1344943,SRR1344942,SRR1344930,SRR1344929,SRR1344928,SRR1342207,SRR1341301,SRR1334560,SRR1334073
SRP058916	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	SRR2046480,SRR2046479,SRR2046478,SRR2046477,SRR2046476,SRR2046475,SRR2046474,SRR2046473,SRR2046472,SRR2046471,SRR2046470,SRR2046469
SRP071553	HOMO_SAPIENS	RNA-SEQ	Ion Torrent Proton	NA
SRP068194	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR3090650,SRR3090649,SRR3090648,SRR3090647,SRR3090646,SRR3090645,SRR3090644
ERP003789	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerII,Illumina Genome Analyzer II	ERR329502,ERR329501,ERR329500,ERR329499
SRP065763	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	SRR2927288,SRR2927287,SRR2927286,SRR2927285,SRR2927284,SRR2927283
SRP041988	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1286935,SRR1286934,SRR1286933,SRR1286932,SRR1286931,SRR1286930,SRR1286929,SRR1286928,SRR1286927,SRR1286926,SRR1286925,SRR1286924,SRR1286923,SRR1286922,SRR1286921,SRR1286920
ERP020551	HOMO_SAPIENS	RNA-SEQ	IonTorrentProton,Ion Torrent Proton	ERR1758941,ERR1758940,ERR1758939,ERR1758938,ERR1758937,ERR1758936,ERR1758935,ERR1758934,ERR1758933,ERR1758932,ERR1758931,ERR1758930
ERP015684	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	NA
ERP021315	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	ERR1817143,ERR1817142,ERR1817141,ERR1817140,ERR1817139,ERR1817138,ERR1817137,ERR1817136,ERR1817135,ERR1817134,ERR1817133
SRP065202	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer II,IlluminaGenomeAnalyzerII	SRR2749740,SRR2749739,SRR2749738,SRR2749737,SRR2749736,SRR2749735,SRR2749734,SRR2749733,SRR2749732,SRR2749731,SRR2749730,SRR2749729
SRP048683	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
ERP110482	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	ERR2750847,ERR2750846,ERR2750845,ERR2750844,ERR2750843,ERR2750842,ERR2750841,ERR2750840,ERR2750839,ERR2750838,ERR2750837,ERR2750836,ERR2750835,ERR2750834,ERR2750833,ERR2750832,ERR2750831,ERR2750830
SRP058633	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP036790	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
ERP002319	SACCHAROMYCES_CEREVISIAE,HOMO_SAPIENS,CANDIDA_ALBICANS,ASPERGILLUS_FUMIGATUS,CANDIDA_PARAPSILOSIS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP051380	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
ERP109263	HOMO_SAPIENS	RNA-SEQ	NextSeq 500	NA
SRP048674	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP047252	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP065261	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP052056	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1754138,SRR1754137,SRR1754136,SRR1754135,SRR1754134,SRR1754133,SRR1754132,SRR1754131,SRR1754130,SRR1754129,SRR1754128,SRR1754127,SRR1754126,SRR1754125,SRR1754124,SRR1754123,SRR1754122,SRR1754121,SRR1754120,SRR1754119,SRR1754118,SRR1754117
SRP070884	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR3190568,SRR3190567
SRP048957	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	SRR1613957,SRR1613954,SRR1613953,SRR1613951,SRR1613950,SRR1613949,SRR1613948,SRR1613947,SRR1613946,SRR1613945,SRR1613944,SRR1613943
SRP035312	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
ERP006077	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	NA
SRP055858	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 1000	NA
SRP066571	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2954294,SRR2954293,SRR2954292,SRR2954291,SRR2954290,SRR2954289,SRR2954288,SRR2954287,SRR2954286,SRR2954285,SRR2954284,SRR2954283,SRR2954282,SRR2954281,SRR2954280,SRR2954279,SRR2954278,SRR2954277,SRR2954276,SRR2954275,SRR2954274,SRR2954273,SRR2954272,SRR2954271,SRR2954270,SRR2954269,SRR2954268,SRR2954267,SRR2954266,SRR2954265,SRR2954264,SRR2954263,SRR2954262,SRR2954261,SRR2954260,SRR2954259,SRR2954258,SRR2954257,SRR2954256
SRP070776	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2500	SRR3185807,SRR3185806,SRR3185805,SRR3185804,SRR3185803,SRR3185802,SRR3185801,SRR3185800,SRR3185799,SRR3185798,SRR3185797,SRR3185796,SRR3185795,SRR3185794,SRR3185793,SRR3185792,SRR3185791,SRR3185790,SRR3185789,SRR3185788,SRR3185787,SRR3185786,SRR3185785,SRR3185784,SRR3185783,SRR3185782,SRR3185781,SRR3185780
SRP070819	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR3187421,SRR3187420,SRR3187419,SRR3187418,SRR3187417
SRP056098	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1910738,SRR1910737,SRR1910736,SRR1910735,SRR1910734,SRR1910733,SRR1910732,SRR1910731
SRP062278	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq1500,Illumina HiSeq 1500	SRR2163401,SRR2163400,SRR2163399,SRR2163292,SRR2163291,SRR2163290,SRR2163289,SRR2163287,SRR2163286,SRR2163285,SRR2163283,SRR2163282,SRR2163281,SRR2163280,SRR2163279,SRR2163278,SRR2163276,SRR2163275,SRR2163274,SRR2163273,SRR2163272,SRR2163270,SRR2163256,SRR2163251,SRR2163242,SRR2163240,SRR2163239,SRR2163238,SRR2163237,SRR2156863,SRR2156862,SRR2156860,SRR2156859,SRR2156858,SRR2156856,SRR2156855,SRR2156854,SRR2156274,SRR2156273,SRR2156272,SRR2156271,SRR2156270,SRR2156117,SRR2156110,SRR2156109,SRR2156108,SRR2156107,SRR2156106,SRR2155166,SRR2155165,SRR2155164,SRR2155163,SRR2155162,SRR2155161,SRR2155160,SRR2155143,SRR2155105,SRR2155101,SRR2155085,SRR2155082,SRR2155078,SRR2155075,SRR2155074,SRR2155073,SRR2155072,SRR2155070
SRP065951	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2930966,SRR2930965,SRR2930964,SRR2930963,SRR2930962,SRR2930961,SRR2930960,SRR2930959,SRR2930958,SRR2930957,SRR2930956,SRR2930955,SRR2930954,SRR2930953,SRR2930952,SRR2930951,SRR2930950,SRR2930949,SRR2930948,SRR2930947,SRR2930946,SRR2930945,SRR2930944,SRR2930943,SRR2930942
SRP058128	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2014705,SRR2014704,SRR2014703,SRR2014702,SRR2014701,SRR2014700,SRR2014699,SRR2014698
SRP056200	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1916551,SRR1916550,SRR1916549,SRR1916548,SRR1916547,SRR1916546,SRR1916545,SRR1916544,SRR1916543,SRR1916542
SRP045986	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000	SRR1562675,SRR1562667,SRR1562666,SRR1562665,SRR1562637,SRR1562565
SRP044084	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1508177,SRR1508176,SRR1508175,SRR1508174,SRR1508173,SRR1508172,SRR1508171,SRR1508170
SRP032510	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 1000	NA
SRP071637	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR3219243,SRR3219198,SRR3219177,SRR3219053,SRR3219052,SRR3219051,SRR3219050,SRR3219017
SRP070564	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR3179579,SRR3179578,SRR3179577,SRR3179576,SRR3179575,SRR3179574,SRR3179573,SRR3179572,SRR3179571,SRR3179570,SRR3179569,SRR3179568,SRR3179567,SRR3179566,SRR3179565,SRR3179564,SRR3179563,SRR3179562,SRR3179561,SRR3179560,SRR3179559,SRR3179558,SRR3179557,SRR3179556,SRR3179555,SRR3179554,SRR3179553,SRR3179552,SRR3179551,SRR3179550,SRR3179549,SRR3179548,SRR3179547,SRR3179546,SRR3179545,SRR3179544,SRR3179543,SRR3179542,SRR3179541,SRR3179540,SRR3179539,SRR3179538,SRR3179537,SRR3179536,SRR3179535,SRR3179534,SRR3179533,SRR3179532,SRR3179531,SRR3179530,SRR3179529,SRR3179528,SRR3179527,SRR3179526,SRR3179525,SRR3179524,SRR3179523,SRR3179522,SRR3179521,SRR3179520
ERP013561	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	ERR1190274,ERR1190273,ERR1190272,ERR1190271,ERR1190270,ERR1190269,ERR1190268,ERR1190267,ERR1190266
SRP067926	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR3084020,SRR3084019,SRR3084018,SRR3084017,SRR3084016,SRR3084015,SRR3084014,SRR3084013,SRR3066638,SRR3066637,SRR3066636,SRR3066635,SRR3066634,SRR3066633,SRR3066632,SRR3066631,SRR3066630,SRR3066629,SRR3066628,SRR3066627,SRR3066626,SRR3066625,SRR3066624,SRR3066623
SRP067154	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 1500	SRR2982529,SRR2982528,SRR2982527,SRR2982526,SRR2982525,SRR2982524,SRR2982523,SRR2982522,SRR2982521,SRR2982520,SRR2982519
